text,sentiment
"Exhaled is a mixed of water vapour and Karbon dioxide, the purpose of the mask is to limit the amount of air molecule that comes out when you breath, and stop those who did get infected from spreading COVID-19, you may only gets symptoms after 7 days after you got infected.",neg
"Wearing a mask inside your house is highly recommended,  not soo much to prevent you from covid 19, but to prevent you from eating a lot🤣🤣  pic.twitter.com/px7wNPymga",pos
"""NBC News medical contributor, believes he contracted COVID-19 through his eyes during a crowded flight because he was wearing a mask and gloves at the time of his suspected infection.""

Hmm...🤔 More fear propaganda from MSM? Seems so.

 https://www.theblaze.com/news/coronavirus-eyes-plane-virologist …",neg
1/2 O ur mask fell this morning @Keir_Starmer U claim u want the UK 2b federal states yet u want us all2sing from the same sheet over covid-19? Very dangerous of u 2ignore the reasons &science as2why we do have different ways. Not a good look for sum1 who wants 2b PM.,neg
"I know that this will be difficult for you to understand, but we don't want anyone to die from #Covid_19. Not you or your elderly parents or your kids or your neighbors or co-workers. So if putting Magat writing on your mask will get you to wear one, then by all means do so.",neg
"Are journalists exempt from the Covid-19 rules? Obviously no. Therefore if he was breaking the rules by not maintaining social distancing or not wearing a mask when not able to do so, then yes he should be arrested and fined like any other citizen.",pos
Someone said to me the other day that perhaps the reason more people died from the flu then COVID-19 is because with COVID-19 there was quarantined mask gloves & social distancing.. That seems to be a logical truth,neg
"Cowards resent the courageous as Collectivists resent Individual Liberty. I hope you're wearing your mask, Senator. It won't protect you or others frm COVID-19 but could protect you from the criticism of your fellow Collectivists. Like the fired IGs, you should go away. Good day.",neg
"No mask no ride 🤣🤣🤣 government Condoms can learn something from this Covid 19 🤣🤣

No Condom ,No Ride the Choice is yours 🤣",neg
"How to make a DIY mask and protect yourself from
COVID-19.

 https://www.youtube.com/watch?v=tTNMwgSt9b0&t=87s …
@scienceofmad1 @CDCgov #StayHome #StayHomeSaveLives #StayConnected #StayHomeSweetHome #IndiaFightsCOVID19 #IndiaFightsCoronavirus",pos
"So you get tested on Monday someone sneezes 6 yards away from you on Tuesday (a sneeze travels at 100mph and travels for 27 feet, and contains hundreds of thousands of particles even if your wearing a mask 0.03mc covid 19 particles are 0.0123mc) by Wednesday you have the virus.  pic.twitter.com/YTAucPpq1S",pos
"Oh, the mask people are wearing will cause many to get sick due to weakened immune systems caused from wearing mask and will inflate the covid 19 numbers in order to get people to accept the vaccine, fooling the masses to believe its the answer. Its not.",neg
I just realized that a lot of people think wearing a mask is pointless because it doesn’t “stop you” from getting #COVID__19 . We are in more trouble than I thought if a lot of people legitimately think that that is the reasoning behind people wearing them.,neg
"If you don't practice self distancing, and you die from COVID-19, YOU BECOME A NUMBER!.
If you don't like wearing a mask because it can make breathing a little hard, YOU WILL HATE USING A VENTILATOR!
(Not a sermon, just a thought).",neg
"#TANZANIA: A research conducted by Scientists from the Muhimbili University of Health and Allied Sciences in Dar, has shown a double-layer cotton mask can 99.9% effectively protect a person from inhaling droplets with #COVID__19.

These masks are very popular among Tanzanians.  pic.twitter.com/8W2aSs7Ivt",pos
"Why do yu wear a mask?

Whites: To protect my self and other people from covid 19.

Ndebele: Tjoo ngesaba amasotsha lama polisa, ziyakubonda ke leziyana izilima.

😂😂😂Good morning",pos
"Yes, I am not anti-mask & I tweeted that the popular nail technician-type, old tee shirts, socks & bedsheets offer very little protection against Covid-19 in confined spaces & got a lot of grief from people who are convinced these face coverings are adequate  protection.",pos
"weonn !!! i love this representasion of a awful person like ""caeza e pichi"" be offended by jim ""the mask"" carry adk what is going on.. but i read "" The last new"" a newspaper from chile and they said the same.. ultraright person try to hide the real dies person from covid-19",neg
Do you know the correct way to wear your gun to protect people from COVID 19? It really works to help people socially distance. When people see me with a gun and no mask they run away. #COVIDIDIOTS,neg
"Is MASK enough ? Why so many nurses from Covid-19 front line are dying ?  What does that mean? Too scary, Meghana",neg
"And until there is a proven medial treatment for COVID-19, a lower morbidly from it or a vaccine, wearing a mask is just going to have to become a more normal & commonplace thing to do. No one likes wearing a mask, but it’s just what we’ll have to do for the foreseeable future.  pic.twitter.com/pQ4OjLAX8r",neg
"Normally, walking into a store wearing a mask anywhere in the U.S. would arouse suspicion, but because face-coverings are often required now due to COVID-19, thieves from coast to coast have been taking advantage of the situation wearing masks and gloves:

 https://amgreatness.com/2020/05/15/robberies-involving-thieves-wearing-surgical-masks-spike-across-the-country/ …",neg
"I know that ppl are afraid and I will continue to wear a mask/practice social distancing so ppl feel safe around me. There are 2.2 million in San Bernardino County, there have been 155 deaths. That equals a 0.00704545% chance of dying here from Covid 19 so far",pos
"Putting tRump and 50,000 MAGATs in a room together sounds really appealing to me right about now. 
I wouldnt want anyone to die from Covid 19 but I hope tRump holds rallies with no mask  every day right up to November and Eric can go join in.  pic.twitter.com/2zgUGKBVNO",pos
He's not lost just that he's gagged by the nose mask that prevents him from talking and oozing out lies as frequently as before. One of the benefits of covid-19 you know.,neg
This is selling at office work. Look where it is made from and distributed by. #Covid_19 #Australia #mask  pic.twitter.com/47R8VqKqV0,pos
"For not wearing a MASK???
Hope this gets viewed by MANY LAWYERS and I hope she gets a >MILLION Dollars to keep when she sues those thugs. I also hope she doesn't get infected w/ COVID-19 from those Ass-ho's pushing her face, body and clothing all over the filthy fu**ing floor.👿",pos
"If it was Congress government not BJP 
We would have heard ventilator ghotala, mask Ghotala, PPE ghotala and millions would have been dying 
Thanks to Modi government who is working tirelessly to save people from Covid-19",pos
"If it was Congress government not BJP 
We would have heard ventilator ghotala, mask Ghotala, PPE ghotala and millions would have been dying 
Thanks to Modi government who is working tirelessly to save people from Covid-19",pos
The death rate from Covid 19 is far less than 1% of the population of the United States. Wear your mask. Don’t leave home.,neg
Apparently reporters are immune from covid 19 when the cameras stop.  Why did princess take a chance with the safety of the whole world by ripping off her mask. Idiots believe what they're told but ignore what they see.,neg
"@AngCuz shares from #newyork :
Behind my mask, I am worried about what’s to come. On a daily basis we are caring for patients who have been affected by the covid 19 virus. Some of us are still doing rehab but many…  https://www.instagram.com/p/CARoyABnnaw/?igshid=14u4x590yur2i …",pos
"The doctors from the task force keep flip flopping on everything---wear/don't need to wear a mask, Fauci saying you can still use dating apps, Birx saying they are treating all deaths as Covid 19 etc.",pos
Sharing a picture from a primary school in China. The school has officially opened after almost 4 months of closure. I just can’t imagine having to wear the mask all day! I wonder how it will look for our kids in the fall... #schools #Covid_19  pic.twitter.com/EPYVGV2Rqi,pos
"""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""  https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
"Public service announcement.  Unless your mask is similar to this it can do nothing to protect you from microscopic Covid-19. Viruses can enter through eyes, ears, nose, mouth, and other openings in the body.  https://www.instagram.com/p/CARm6hVgXiA/?igshid=tckr02no8ki2 …",neg
"You're getting sick from walking around with a mask on your face! It breeds germs and illness, and actually causes COVID-19 from trapping IN the germs. Don't be so stupid!

 https://www.news-medical.net/news/20200315/Wearing-masks-may-increase-your-risk-of-coronavirus-infection-expert-says.aspx …",neg
